,ATC,ATC_info,ATC_hierarchy,used_in_diabetes,is_terminal_category,number_of_children
5104,N02BA77,"Ethenzamide, combinations with psycholeptics","['N02BA77', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5105,N02BA75,"Salicylamide, combinations with psycholeptics","['N02BA75', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5106,N02BA71,"Acetylsalicylic acid, combinations with psycholeptics","['N02BA71', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5107,N02BA65,Carbasalate calcium combinations excl. psycholeptics,"['N02BA65', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5108,N02BA59,"Dipyrocetyl, combinations excl. psycholeptics","['N02BA59', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5109,N02BA57,"Ethenzamide, combinations excl. psycholeptics","['N02BA57', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5110,N02BA55,"Salicylamide, combinations excl. psycholeptics","['N02BA55', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5111,N02BA51,"Acetylsalicylic acid, combinations excl. psycholeptics","['N02BA51', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5112,N02BA16,Imidazole salicylate,"['N02BA16', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5113,N02BA15,Carbasalate calcium,"['N02BA15', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5114,N02BA14,Guacetisal,"['N02BA14', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5115,N02BA12,Potassium salicylate,"['N02BA12', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5116,N02BA11,Diflunisal,"['N02BA11', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5117,N02BA10,Benorilate,"['N02BA10', 'N02BA', 'N02B', 'N02', 'N']",True,1,1
5118,N02BA09,Dipyrocetyl,"['N02BA09', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5119,N02BA08,Morpholine salicylate,"['N02BA08', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5120,N02BA07,Ethenzamide,"['N02BA07', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5121,N02BA06,Salsalate,"['N02BA06', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5122,N02BA05,Salicylamide,"['N02BA05', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5123,N02BA04,Sodium salicylate,"['N02BA04', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5124,N02BA03,Choline salicylate,"['N02BA03', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5125,N02BA02,Aloxiprin,"['N02BA02', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5126,N02BA01,Acetylsalicylic acid,"['N02BA01', 'N02BA', 'N02B', 'N02', 'N']",False,1,1
5127,N02A,Opioids,"['N02A', 'N02', 'N']",False,70,70
5128,N02AJ,Opioids in combination with non-opioid analgesics,"['N02AJ', 'N02A', 'N02', 'N']",False,17,17
5129,N02AJ23,Hydrocodone and ibuprofen,"['N02AJ23', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5130,N02AJ22,Hydrocodone and paracetamol,"['N02AJ22', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5131,N02AJ16,Tramadol and celecoxib,"['N02AJ16', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5132,N02AJ19,Oxycodone and ibuprofen,"['N02AJ19', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5133,N02AJ18,Oxycodone and acetylsalicylic acid,"['N02AJ18', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5134,N02AJ17,Oxycodone and paracetamol,"['N02AJ17', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5135,N02AJ15,Tramadol and other non-opioid analgesics,"['N02AJ15', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5136,N02AJ14,Tramadol and dexketoprofen,"['N02AJ14', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5137,N02AJ13,Tramadol and paracetamol,"['N02AJ13', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5138,N02AJ09,Codeine and other non-opioid analgesics,"['N02AJ09', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5139,N02AJ08,Codeine and ibuprofen,"['N02AJ08', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5140,N02AJ07,Codeine and acetylsalicylic acid,"['N02AJ07', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5141,N02AJ06,Codeine and paracetamol,"['N02AJ06', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5142,N02AJ03,Dihydrocodeine and other non-opioid analgesics,"['N02AJ03', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5143,N02AJ02,Dihydrocodeine and acetylsalicylic acid,"['N02AJ02', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5144,N02AJ01,Dihydrocodeine and paracetamol,"['N02AJ01', 'N02AJ', 'N02A', 'N02', 'N']",False,1,1
5145,N02AX,Other opioids,"['N02AX', 'N02A', 'N02', 'N']",False,8,8
5146,N02AX51,Tilidine and naloxone,"['N02AX51', 'N02AX', 'N02A', 'N02', 'N']",False,1,1
5147,N02AX07,Oliceridine,"['N02AX07', 'N02AX', 'N02A', 'N02', 'N']",False,1,1
5148,N02AX06,Tapentadol,"['N02AX06', 'N02AX', 'N02A', 'N02', 'N']",False,1,1
5149,N02AX05,Meptazinol,"['N02AX05', 'N02AX', 'N02A', 'N02', 'N']",False,1,1
5150,N02AX03,Dezocine,"['N02AX03', 'N02AX', 'N02A', 'N02', 'N']",False,1,1
5151,N02AX02,Tramadol,"['N02AX02', 'N02AX', 'N02A', 'N02', 'N']",False,1,1
5152,N02AX01,Tilidine,"['N02AX01', 'N02AX', 'N02A', 'N02', 'N']",False,1,1
5153,N02AG,Opioids in combination with antispasmodics,"['N02AG', 'N02A', 'N02', 'N']",False,5,5
5154,N02AG04,Hydromorphone and antispasmodics,"['N02AG04', 'N02AG', 'N02A', 'N02', 'N']",False,1,1
5155,N02AG03,Pethidine and antispasmodics,"['N02AG03', 'N02AG', 'N02A', 'N02', 'N']",False,1,1
5156,N02AG02,Ketobemidone and antispasmodics,"['N02AG02', 'N02AG', 'N02A', 'N02', 'N']",False,1,1
5157,N02AG01,Morphine and antispasmodics,"['N02AG01', 'N02AG', 'N02A', 'N02', 'N']",False,1,1
5158,N02AF,Morphinan derivatives,"['N02AF', 'N02A', 'N02', 'N']",False,3,3
5159,N02AF02,Nalbuphine,"['N02AF02', 'N02AF', 'N02A', 'N02', 'N']",False,1,1
5160,N02AF01,Butorphanol,"['N02AF01', 'N02AF', 'N02A', 'N02', 'N']",False,1,1
5161,N02AE,Oripavine derivatives,"['N02AE', 'N02A', 'N02', 'N']",False,2,2
5162,N02AE01,Buprenorphine,"['N02AE01', 'N02AE', 'N02A', 'N02', 'N']",False,1,1
5163,N02AD,Benzomorphan derivatives,"['N02AD', 'N02A', 'N02', 'N']",False,4,4
5164,N02AD51,Pentazocine and naloxone,"['N02AD51', 'N02AD', 'N02A', 'N02', 'N']",False,1,1
5165,N02AD02,Phenazocine,"['N02AD02', 'N02AD', 'N02A', 'N02', 'N']",False,1,1
5166,N02AD01,Pentazocine,"['N02AD01', 'N02AD', 'N02A', 'N02', 'N']",False,1,1
5167,N02AC,Diphenylpropylamine derivatives,"['N02AC', 'N02A', 'N02', 'N']",False,8,8
5168,N02AC74,"Dextropropoxyphene, combinations with psycholeptics","['N02AC74', 'N02AC', 'N02A', 'N02', 'N']",False,1,1
5169,N02AC54,"Dextropropoxyphene, combinations excl. psycholeptics","['N02AC54', 'N02AC', 'N02A', 'N02', 'N']",False,1,1
5170,N02AC52,"Methadone, combinations excl. psycholeptics","['N02AC52', 'N02AC', 'N02A', 'N02', 'N']",False,1,1
5171,N02AC05,Bezitramide,"['N02AC05', 'N02AC', 'N02A', 'N02', 'N']",False,1,1
5172,N02AC04,Dextropropoxyphene,"['N02AC04', 'N02AC', 'N02A', 'N02', 'N']",False,1,1
5173,N02AC03,Piritramide,"['N02AC03', 'N02AC', 'N02A', 'N02', 'N']",False,1,1
5174,N02AC01,Dextromoramide,"['N02AC01', 'N02AC', 'N02A', 'N02', 'N']",False,1,1
5175,N02AB,Phenylpiperidine derivatives,"['N02AB', 'N02A', 'N02', 'N']",False,6,6
5176,N02AB72,"Pethidine, combinations with psycholeptics","['N02AB72', 'N02AB', 'N02A', 'N02', 'N']",False,1,1
5177,N02AB52,"Pethidine, combinations excl. psycholeptics","['N02AB52', 'N02AB', 'N02A', 'N02', 'N']",False,1,1
5178,N02AB03,Fentanyl,"['N02AB03', 'N02AB', 'N02A', 'N02', 'N']",False,1,1
5179,N02AB02,Pethidine,"['N02AB02', 'N02AB', 'N02A', 'N02', 'N']",False,1,1
5180,N02AB01,Ketobemidone,"['N02AB01', 'N02AB', 'N02A', 'N02', 'N']",False,1,1
5181,N02AA,Natural opium alkaloids,"['N02AA', 'N02A', 'N02', 'N']",False,16,16
5182,N02AA11,Oxymorphone,"['N02AA11', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5183,N02AA56,Oxycodone and naltrexone,"['N02AA56', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5184,N02AA53,Hydromorphone and naloxone,"['N02AA53', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5185,N02AA79,"Codeine, combinations with psycholeptics","['N02AA79', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5186,N02AA59,"Codeine, combinations excl. psycholeptics","['N02AA59', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5187,N02AA58,"Dihydrocodeine, combinations","['N02AA58', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5188,N02AA55,Oxycodone and naloxone,"['N02AA55', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5189,N02AA51,"Morphine, combinations","['N02AA51', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5190,N02AA10,Papaveretum,"['N02AA10', 'N02AA', 'N02A', 'N02', 'N']",True,1,1
5191,N02AA08,Dihydrocodeine,"['N02AA08', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5192,N02AA05,Oxycodone,"['N02AA05', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5193,N02AA04,Nicomorphine,"['N02AA04', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5194,N02AA03,Hydromorphone,"['N02AA03', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5195,N02AA02,Opium,"['N02AA02', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5196,N02AA01,Morphine,"['N02AA01', 'N02AA', 'N02A', 'N02', 'N']",False,1,1
5197,N01,Anesthetics,"['N01', 'N']",False,68,68
5198,N01B,"Anesthetics, local","['N01B', 'N01', 'N']",False,24,24
5199,N01BX,Other local anesthetics,"['N01BX', 'N01B', 'N01', 'N']",False,1,1
5200,N01BC,Esters of benzoic acid,"['N01BC', 'N01B', 'N01', 'N']",False,2,2
5201,N01BC01,Cocaine,"['N01BC01', 'N01BC', 'N01B', 'N01', 'N']",False,1,1
5202,N01BB,Amides,"['N01BB', 'N01B', 'N01', 'N']",False,19,19
5203,N01BB59,Bupivacaine and meloxicam,"['N01BB59', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5204,N01BB58,"Articaine, combinations","['N01BB58', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5205,N01BB57,"Etidocaine, combinations","['N01BB57', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5206,N01BB54,"Prilocaine, combinations","['N01BB54', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5207,N01BB53,"Mepivacaine, combinations","['N01BB53', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5208,N01BB52,"Lidocaine, combinations","['N01BB52', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5209,N01BB51,"Bupivacaine, combinations","['N01BB51', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5210,N01BB20,Combinations,"['N01BB20', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5211,N01BB10,Levobupivacaine,"['N01BB10', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5212,N01BB09,Ropivacaine,"['N01BB09', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5213,N01BB08,Articaine,"['N01BB08', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5214,N01BB07,Etidocaine,"['N01BB07', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5215,N01BB06,Cinchocaine,"['N01BB06', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5216,N01BB05,Butanilicaine,"['N01BB05', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5217,N01BB04,Prilocaine,"['N01BB04', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5218,N01BB03,Mepivacaine,"['N01BB03', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5219,N01BB02,Lidocaine,"['N01BB02', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5220,N01BB01,Bupivacaine,"['N01BB01', 'N01BB', 'N01B', 'N01', 'N']",False,1,1
5221,N01BA,Esters of aminobenzoic acid,"['N01BA', 'N01B', 'N01', 'N']",False,1,1
5222,N01A,"Anesthetics, general","['N01A', 'N01', 'N']",False,37,37
5223,N01AX,Other general anesthetics,"['N01AX', 'N01A', 'N01', 'N']",False,11,11
5224,N01AX63,"Nitrous oxide, combinations","['N01AX63', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5225,N01AX15,Xenon,"['N01AX15', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5226,N01AX14,Esketamine,"['N01AX14', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5227,N01AX13,Nitrous oxide,"['N01AX13', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5228,N01AX11,Sodium oxybate,"['N01AX11', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5229,N01AX10,Propofol,"['N01AX10', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5230,N01AX07,Etomidate,"['N01AX07', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5231,N01AX05,Alfaxalone,"['N01AX05', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5232,N01AX04,Propanidid,"['N01AX04', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5233,N01AX03,Ketamine,"['N01AX03', 'N01AX', 'N01A', 'N01', 'N']",False,1,1
5234,N01AH,Opioid anesthetics,"['N01AH', 'N01A', 'N01', 'N']",False,8,8
5235,N01AH51,"Fentanyl, combinations","['N01AH51', 'N01AH', 'N01A', 'N01', 'N']",False,1,1
5236,N01AH06,Remifentanil,"['N01AH06', 'N01AH', 'N01A', 'N01', 'N']",False,1,1
5237,N01AH05,Anileridine,"['N01AH05', 'N01AH', 'N01A', 'N01', 'N']",False,1,1
5238,N01AH04,Phenoperidine,"['N01AH04', 'N01AH', 'N01A', 'N01', 'N']",False,1,1
5239,N01AH03,Sufentanil,"['N01AH03', 'N01AH', 'N01A', 'N01', 'N']",False,1,1
5240,N01AH02,Alfentanil,"['N01AH02', 'N01AH', 'N01A', 'N01', 'N']",False,1,1
5241,N01AH01,Fentanyl,"['N01AH01', 'N01AH', 'N01A', 'N01', 'N']",False,1,1
5242,N01AG,Barbiturates in combination with other drugs,"['N01AG', 'N01A', 'N01', 'N']",False,2,2
5243,N01AG01,Narcobarbital,"['N01AG01', 'N01AG', 'N01A', 'N01', 'N']",False,1,1
5244,N01AF,"Barbiturates, plain","['N01AF', 'N01A', 'N01', 'N']",False,4,4
5245,N01AF03,Thiopental,"['N01AF03', 'N01AF', 'N01A', 'N01', 'N']",False,1,1
5246,N01AF02,Hexobarbital,"['N01AF02', 'N01AF', 'N01A', 'N01', 'N']",False,1,1
5247,N01AF01,Methohexital,"['N01AF01', 'N01AF', 'N01A', 'N01', 'N']",False,1,1
5248,N01AB,Halogenated hydrocarbons,"['N01AB', 'N01A', 'N01', 'N']",False,8,8
5249,N01AB08,Sevoflurane,"['N01AB08', 'N01AB', 'N01A', 'N01', 'N']",False,1,1
5250,N01AB07,Desflurane,"['N01AB07', 'N01AB', 'N01A', 'N01', 'N']",False,1,1
5251,N01AB06,Isoflurane,"['N01AB06', 'N01AB', 'N01A', 'N01', 'N']",False,1,1
5252,N01AB05,Trichloroethylene,"['N01AB05', 'N01AB', 'N01A', 'N01', 'N']",False,1,1
5253,N01AB04,Enflurane,"['N01AB04', 'N01AB', 'N01A', 'N01', 'N']",False,1,1
5254,N01AB02,Chloroform,"['N01AB02', 'N01AB', 'N01A', 'N01', 'N']",False,1,1
5255,N01AB01,Halothane,"['N01AB01', 'N01AB', 'N01A', 'N01', 'N']",False,1,1
5256,N01AA,Ethers,"['N01AA', 'N01A', 'N01', 'N']",False,3,3
5257,N01AA02,Vinyl ether,"['N01AA02', 'N01AA', 'N01A', 'N01', 'N']",False,1,1
5258,N01AA01,Diethyl ether,"['N01AA01', 'N01AA', 'N01A', 'N01', 'N']",False,1,1
5259,P,"Antiparasitic products, insecticides and repellents",['P'],False,209,209
5260,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents","['P03', 'P']",False,45,45
5261,P03B,Insecticides and repellents,"['P03B', 'P03', 'P']",False,13,13
5262,P03BX,Other insecticides and repellents,"['P03BX', 'P03B', 'P03', 'P']",False,7,7
5263,P03BX06,Etohexadiol,"['P03BX06', 'P03BX', 'P03B', 'P03', 'P']",False,1,1
5264,P03BX05,Dimethylcarbate,"['P03BX05', 'P03BX', 'P03B', 'P03', 'P']",False,1,1
5265,P03BX04,Dibutylsuccinate,"['P03BX04', 'P03BX', 'P03B', 'P03', 'P']",False,1,1
5266,P03BX03,Dibutylphthalate,"['P03BX03', 'P03BX', 'P03B', 'P03', 'P']",False,1,1
5267,P03BX02,Dimethylphthalate,"['P03BX02', 'P03BX', 'P03B', 'P03', 'P']",False,1,1
5268,P03BX01,Diethyltoluamide,"['P03BX01', 'P03BX', 'P03B', 'P03', 'P']",False,1,1
5269,P03BA,Pyrethrines,"['P03BA', 'P03B', 'P03', 'P']",False,5,5
5270,P03BA04,Tetramethrin,"['P03BA04', 'P03BA', 'P03B', 'P03', 'P']",False,1,1
5271,P03BA03,Decamethrin,"['P03BA03', 'P03BA', 'P03B', 'P03', 'P']",False,1,1
5272,P03BA02,Cypermethrin,"['P03BA02', 'P03BA', 'P03B', 'P03', 'P']",False,1,1
5273,P03BA01,Cyfluthrin,"['P03BA01', 'P03BA', 'P03B', 'P03', 'P']",False,1,1
5274,P03A,"Ectoparasiticides, incl. scabicides","['P03A', 'P03', 'P']",False,29,29
5275,P03AX,"Other ectoparasiticides, incl. scabicides","['P03AX', 'P03A', 'P03', 'P']",False,8,8
5276,P03AX07,Abametapir,"['P03AX07', 'P03AX', 'P03A', 'P03', 'P']",False,1,1
5277,P03AX06,Benzyl alcohol,"['P03AX06', 'P03AX', 'P03A', 'P03', 'P']",False,1,1
5278,P03AX05,Dimeticone,"['P03AX05', 'P03AX', 'P03A', 'P03', 'P']",False,1,1
5279,P03AX04,Quassia,"['P03AX04', 'P03AX', 'P03A', 'P03', 'P']",False,1,1
5280,P03AX03,Malathion,"['P03AX03', 'P03AX', 'P03A', 'P03', 'P']",False,1,1
5281,P03AX02,Copper oleinate,"['P03AX02', 'P03AX', 'P03A', 'P03', 'P']",False,1,1
5282,P03AX01,Benzyl benzoate,"['P03AX01', 'P03AX', 'P03A', 'P03', 'P']",False,1,1
5283,P03AC,"Pyrethrines, incl. synthetic compounds","['P03AC', 'P03A', 'P03', 'P']",False,9,9
5284,P03AC54,"Permethrin, combinations","['P03AC54', 'P03AC', 'P03A', 'P03', 'P']",False,1,1
5285,P03AC53,"Phenothrin, combinations","['P03AC53', 'P03AC', 'P03A', 'P03', 'P']",False,1,1
5286,P03AC52,"Bioallethrin, combinations","['P03AC52', 'P03AC', 'P03A', 'P03', 'P']",False,1,1
5287,P03AC51,"Pyrethrum, combinations","['P03AC51', 'P03AC', 'P03A', 'P03', 'P']",False,1,1
5288,P03AC04,Permethrin,"['P03AC04', 'P03AC', 'P03A', 'P03', 'P']",False,1,1
5289,P03AC03,Phenothrin,"['P03AC03', 'P03AC', 'P03A', 'P03', 'P']",False,1,1
5290,P03AC02,Bioallethrin,"['P03AC02', 'P03AC', 'P03A', 'P03', 'P']",False,1,1
5291,P03AC01,Pyrethrum,"['P03AC01', 'P03AC', 'P03A', 'P03', 'P']",False,1,1
5292,P03AB,Chlorine containing products,"['P03AB', 'P03A', 'P03', 'P']",False,4,4
5293,P03AB51,"Clofenotane, combinations","['P03AB51', 'P03AB', 'P03A', 'P03', 'P']",False,1,1
5294,P03AB02,Lindane,"['P03AB02', 'P03AB', 'P03A', 'P03', 'P']",False,1,1
5295,P03AB01,Clofenotane,"['P03AB01', 'P03AB', 'P03A', 'P03', 'P']",False,1,1
5296,P03AA,Sulfur containing products,"['P03AA', 'P03A', 'P03', 'P']",False,7,7
5297,P03AA54,"Disulfiram, combinations","['P03AA54', 'P03AA', 'P03A', 'P03', 'P']",False,1,1
5298,P03AA05,Thiram,"['P03AA05', 'P03AA', 'P03A', 'P03', 'P']",False,1,1
5299,P03AA04,Disulfiram,"['P03AA04', 'P03AA', 'P03A', 'P03', 'P']",False,1,1
5300,P03AA03,Mesulfen,"['P03AA03', 'P03AA', 'P03A', 'P03', 'P']",False,1,1
5301,P03AA02,Potassium polysulfide,"['P03AA02', 'P03AA', 'P03A', 'P03', 'P']",False,1,1
5302,P03AA01,Dixanthogen,"['P03AA01', 'P03AA', 'P03A', 'P03', 'P']",False,1,1
5303,P02,Anthelmintics,"['P02', 'P']",False,44,44
5304,P02D,Anticestodals,"['P02D', 'P02', 'P']",False,6,6
5305,P02DX,Other anticestodals,"['P02DX', 'P02D', 'P02', 'P']",False,3,3
5306,P02DX02,Dichlorophen,"['P02DX02', 'P02DX', 'P02D', 'P02', 'P']",False,1,1
5307,P02DX01,Desaspidin,"['P02DX01', 'P02DX', 'P02D', 'P02', 'P']",False,1,1
5308,P02DA,Salicylic acid derivatives,"['P02DA', 'P02D', 'P02', 'P']",False,2,2
5309,P02DA01,Niclosamide,"['P02DA01', 'P02DA', 'P02D', 'P02', 'P']",False,1,1
5310,P02C,Antinematodal agents,"['P02C', 'P02', 'P']",False,23,23
5311,P02CX,Other antinematodals,"['P02CX', 'P02C', 'P02', 'P']",False,4,4
5312,P02CX03,Moxidectin,"['P02CX03', 'P02CX', 'P02C', 'P02', 'P']",False,1,1
5313,P02CX02,Bephenium,"['P02CX02', 'P02CX', 'P02C', 'P02', 'P']",False,1,1
5314,P02CX01,Pyrvinium,"['P02CX01', 'P02CX', 'P02C', 'P02', 'P']",False,1,1
5315,P02CF,Avermectines,"['P02CF', 'P02C', 'P02', 'P']",False,2,2
5316,P02CF01,Ivermectin,"['P02CF01', 'P02CF', 'P02C', 'P02', 'P']",False,1,1
5317,P02CE,Imidazothiazole derivatives,"['P02CE', 'P02C', 'P02', 'P']",False,2,2
5318,P02CE01,Levamisole,"['P02CE01', 'P02CE', 'P02C', 'P02', 'P']",False,1,1
5319,P02CC,Tetrahydropyrimidine derivatives,"['P02CC', 'P02C', 'P02', 'P']",False,3,3
5320,P02CC02,Oxantel,"['P02CC02', 'P02CC', 'P02C', 'P02', 'P']",False,1,1
5321,P02CC01,Pyrantel,"['P02CC01', 'P02CC', 'P02C', 'P02', 'P']",False,1,1
5322,P02CB,Piperazine and derivatives,"['P02CB', 'P02C', 'P02', 'P']",False,3,3
5323,P02CB02,Diethylcarbamazine,"['P02CB02', 'P02CB', 'P02C', 'P02', 'P']",False,1,1
5324,P02CB01,Piperazine,"['P02CB01', 'P02CB', 'P02C', 'P02', 'P']",False,1,1
5325,P02CA,Benzimidazole derivatives,"['P02CA', 'P02C', 'P02', 'P']",False,8,8
5326,P02CA51,"Mebendazole, combinations","['P02CA51', 'P02CA', 'P02C', 'P02', 'P']",False,1,1
5327,P02CA06,Fenbendazole,"['P02CA06', 'P02CA', 'P02C', 'P02', 'P']",False,1,1
5328,P02CA05,Flubendazole,"['P02CA05', 'P02CA', 'P02C', 'P02', 'P']",False,1,1
5329,P02CA04,Ciclobendazole,"['P02CA04', 'P02CA', 'P02C', 'P02', 'P']",False,1,1
5330,P02CA03,Albendazole,"['P02CA03', 'P02CA', 'P02C', 'P02', 'P']",False,1,1
5331,P02CA02,Tiabendazole,"['P02CA02', 'P02CA', 'P02C', 'P02', 'P']",False,1,1
5332,P02CA01,Mebendazole,"['P02CA01', 'P02CA', 'P02C', 'P02', 'P']",False,1,1
5333,P02B,Antitrematodals,"['P02B', 'P02', 'P']",False,12,12
5334,P02BX,Other antitrematodal agents,"['P02BX', 'P02B', 'P02', 'P']",False,5,5
5335,P02BX04,Triclabendazole,"['P02BX04', 'P02BX', 'P02B', 'P02', 'P']",False,1,1
5336,P02BX03,Stibophen,"['P02BX03', 'P02BX', 'P02B', 'P02', 'P']",False,1,1
5337,P02BX02,Niridazole,"['P02BX02', 'P02BX', 'P02B', 'P02', 'P']",False,1,1
5338,P02BX01,Bithionol,"['P02BX01', 'P02BX', 'P02B', 'P02', 'P']",False,1,1
5339,P02BB,Organophosphorous compounds,"['P02BB', 'P02B', 'P02', 'P']",False,2,2
5340,P02BB01,Metrifonate,"['P02BB01', 'P02BB', 'P02B', 'P02', 'P']",False,1,1
5341,P02BA,Quinoline derivatives and related substances,"['P02BA', 'P02B', 'P02', 'P']",False,4,4
5342,P02BA03,Arpraziquantel,"['P02BA03', 'P02BA', 'P02B', 'P02', 'P']",False,1,1
5343,P02BA02,Oxamniquine,"['P02BA02', 'P02BA', 'P02B', 'P02', 'P']",False,1,1
5344,P02BA01,Praziquantel,"['P02BA01', 'P02BA', 'P02B', 'P02', 'P']",False,1,1
5345,P01,Antiprotozoals,"['P01', 'P']",False,98,98
5346,P01C,Agents against leishmaniasis and trypanosomiasis,"['P01C', 'P01', 'P']",False,18,18
5347,P01CX,Other agents against leishmaniasis and trypanosomiasis,"['P01CX', 'P01C', 'P01', 'P']",False,5,5
5348,P01CX04,Miltefosine,"['P01CX04', 'P01CX', 'P01C', 'P01', 'P']",False,1,1
5349,P01CX03,Eflornithine,"['P01CX03', 'P01CX', 'P01C', 'P01', 'P']",False,1,1
5350,P01CX02,Suramin sodium,"['P01CX02', 'P01CX', 'P01C', 'P01', 'P']",False,1,1
5351,P01CX01,Pentamidine isethionate,"['P01CX01', 'P01CX', 'P01C', 'P01', 'P']",False,1,1
5352,P01CD,Arsenic compounds,"['P01CD', 'P01C', 'P01', 'P']",False,3,3
5353,P01CD02,Acetarsol,"['P01CD02', 'P01CD', 'P01C', 'P01', 'P']",False,1,1
5354,P01CD01,Melarsoprol,"['P01CD01', 'P01CD', 'P01C', 'P01', 'P']",False,1,1
5355,P01CC,Nitrofuran derivatives,"['P01CC', 'P01C', 'P01', 'P']",False,3,3
5356,P01CC02,Nitrofural,"['P01CC02', 'P01CC', 'P01C', 'P01', 'P']",False,1,1
5357,P01CC01,Nifurtimox,"['P01CC01', 'P01CC', 'P01C', 'P01', 'P']",False,1,1
5358,P01CB,Antimony compounds,"['P01CB', 'P01C', 'P01', 'P']",False,3,3
5359,P01CB02,Sodium stibogluconate,"['P01CB02', 'P01CB', 'P01C', 'P01', 'P']",False,1,1
5360,P01CB01,Meglumine antimonate,"['P01CB01', 'P01CB', 'P01C', 'P01', 'P']",False,1,1
5361,P01CA,Nitroimidazole derivatives,"['P01CA', 'P01C', 'P01', 'P']",False,3,3
5362,P01CA03,Fexinidazole,"['P01CA03', 'P01CA', 'P01C', 'P01', 'P']",False,1,1
